UNICODE,I_TRIAT,P_TRIAT,FECHA,CICLO,TRATADA,RENUENTE,CERRADA,DESHABITADA,LOCAL_PUBLICO,LOTE_VACIO,,,,,
1.18.11.81,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.82,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.83,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.84,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.85,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.86,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.87,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.88,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.89,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.90,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.12.73,0,0,11/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.91,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.1,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.2,0,0,28/11/2005,2,0,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.3,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.4,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.5,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.6,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.7,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.8,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.9,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.92,0,0,11/01/2006,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.93,0,0,23/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.94,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.95,0,0,25/11/2005,2,0,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.96,0,0,25/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.97,0,0,25/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.98,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.99,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.100,1,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.101,0,0,25/11/2005,2,0,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.102,0,0,25/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.103,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.104,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.105,0,0,23/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.106,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.107,0,0,25/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.108,0,0,25/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.109,0,0,25/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.110,0,0,25/11/2005,2,0,0,1,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.111,0,0,25/11/2005,2,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.112,0,0,25/11/2005,2,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.113,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.114,0,0,25/11/2005,2,0,0,1,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.115,0,0,25/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.14.4,0,0,19/12/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.10,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.11,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.12,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.13,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.14,0,0,28/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.15,0,0,28/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.16,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.17,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.18,0,0,28/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.19,0,0,28/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.20,0,0,28/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.21,0,0,28/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.22,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.23,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.24,0,0,28/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.25,0,0,28/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.26,0,0,28/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.4A.27,0,0,28/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.9A.41,0,0,05/12/2005,2,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.116,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.117,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.13A,0,0,25/11/2005,2,0,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.6A,2,0,25/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.72A,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.97A,0,0,25/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.99A,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.6.280,0,0,12/12/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.1.287,0,0,04/05/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
